ts_recv,ts_event,rtype,publisher_id,instrument_id,side,price,size,flags,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_pb_00,ask_pb_00,symbol
2025-01-28T14:31:00.000000000Z,,193,30,1258322251,N,,0,200,5014.300000000,5031.100000000,10,10,0,0,SPX   250221C01000000
2025-01-28T14:31:00.000000000Z,,193,30,1258303743,N,,0,200,0.000000000,0.050000000,0,1,0,0,SPX   250221P01000000
2025-01-28T14:31:00.000000000Z,,193,30,1258322208,N,,0,200,4814.900000000,4831.700000000,5,5,0,0,SPX   250221C01200000
2025-01-28T14:31:00.000000000Z,,193,30,1258322372,N,,0,200,38.000000000,38.500000000,40,2,0,0,SPXW  250331P05600000
2025-01-28T14:31:00.000000000Z,,193,30,1258293494,N,,0,200,487.700000000,494.600000000,29,29,0,0,SPXW  250331C05605000
2025-01-28T14:31:00.000000000Z,,193,30,1258305909,N,,0,200,38.500000000,39.000000000,17,13,0,0,SPXW  250331P05605000
2025-01-28T14:31:00.000000000Z,,193,30,1258292379,N,,0,200,483.200000000,490.100000000,29,29,0,0,SPXW  250331C05610000
2025-01-28T14:31:00.000000000Z,,193,30,1258304729,N,,0,200,38.900000000,39.500000000,17,32,0,0,SPXW  250331P05610000
2025-01-28T14:31:00.000000000Z,,193,30,1258293515,N,,0,200,478.700000000,485.600000000,29,29,0,0,SPXW  250331C05615000
